gene_name,gene_id_x,transcript_id,exon_coverage,CDS_coverage,start,end,nucleotide_count,variant_count
NLRP6,ENSG00000174885,ENST00000312165,41,46,278570,285304,6735,0
NPDC1,ENSG00000107281,ENST00000371601,36,44,139933922,139940655,6734,0
CRIP2,ENSG00000182809,ENST00000483017,35,46,105939299,105946031,6733,0
SMCP,ENSG00000163206,ENST00000368765,27,91,152850793,152857523,6731,0
ARID3C,ENSG00000205143,ENST00000378909,48,50,34621376,34628104,6729,0
CLDN15,ENSG00000106404,ENST00000401528,45,57,100875373,100882101,6729,0
ANKRD53,ENSG00000144031,ENST00000360589,63,59,71205742,71212469,6728,0
USF1,ENSG00000158773,ENST00000368021,57,67,161009041,161015767,6727,0
FST,ENSG00000134363,ENST00000256759,55,65,52776239,52782964,6726,0
PIFO,ENSG00000173947,ENST00000369738,42,56,111888910,111895635,6726,0
LILRB2,ENSG00000131042,ENST00000391749,64,69,54778320,54785039,6720,0
CCNI2,ENSG00000205089,ENST00000378731,38,51,132083137,132089856,6720,0
PNPO,ENSG00000108439,ENST00000225573,67,77,46018937,46025654,6718,0
TUBA3E,ENSG00000152086,ENST00000312988,60,66,130949318,130956034,6717,0
GIMAP5,ENSG00000196329,ENST00000358647,43,68,150434436,150441151,6716,0
MED10,ENSG00000133398,ENST00000255764,31,56,6371994,6378707,6714,0
FCN2,ENSG00000160339,ENST00000291744,75,77,137772658,137779366,6709,0
BEST2,ENSG00000039987,ENST00000549706,57,63,12862516,12869220,6705,0
RP13-996F3.5,ENSG00000215749,ENST00000559949,3,3,82932454,82939157,6704,0
HLX,ENSG00000136630,ENST00000366903,52,68,221051699,221058401,6703,0
EN2,ENSG00000164778,ENST00000297375,8,38,155250824,155257526,6703,0
S100A7A,ENSG00000184330,ENST00000368729,38,69,153389000,153395701,6702,0
GAL,ENSG00000069482,ENST00000265643,39,56,68451943,68458643,6701,0
C2orf27B,ENSG00000186825,ENST00000303798,8,32,132552534,132559234,6701,0
CDCA5,ENSG00000146670,ENST00000275517,59,68,64844924,64851623,6700,0
SLITRK6,ENSG00000184564,ENST00000400286,25,74,86366925,86373623,6699,0
PSMA7,ENSG00000101182,ENST00000370873,54,58,60711791,60718486,6696,0
ZBTB45,ENSG00000119574,ENST00000594051,29,53,59024897,59031589,6693,0
LAMTOR5,ENSG00000134248,ENST00000256644,46,52,110943875,110950564,6690,0
CCR1,ENSG00000163823,ENST00000296140,15,70,46243200,46249887,6688,0
MAPK11,ENSG00000185386,ENST00000330651,40,44,50702142,50708822,6681,0
ACOT1,ENSG00000184227,ENST00000311148,32,40,74003818,74010498,6681,0
EIF2B2,ENSG00000119718,ENST00000266126,73,84,75469614,75476292,6679,0
STX4,ENSG00000103496,ENST00000313843,50,55,31044812,31051489,6678,0
CHRNG,ENSG00000196811,ENST00000389494,79,83,233404437,233411113,6677,0
GIMAP4,ENSG00000133574,ENST00000255945,37,62,150264365,150271041,6677,0
ZNF696,ENSG00000185730,ENST00000330143,22,35,144373559,144380231,6673,0
PNPLA2,ENSG00000177666,ENST00000336615,55,62,818902,825573,6672,0
FAM83C,ENSG00000125998,ENST00000374408,56,64,33873534,33880204,6671,0
CXorf40A,ENSG00000197620,ENST00000441248,14,46,148622187,148628855,6669,0
NANOG,ENSG00000111704,ENST00000229307,53,62,7941992,7948655,6664,0
FAM195A,ENSG00000172366,ENST00000307650,21,19,691813,698474,6662,0
ATP1B2,ENSG00000129244,ENST00000250111,65,70,7554430,7561086,6657,0
HNRNPAB,ENSG00000197451,ENST00000358344,39,59,177631508,177638164,6657,0
MORN2,ENSG00000188010,ENST00000410014,9,22,39103132,39109787,6656,0
CTSV,ENSG00000136943,ENST00000259470,49,58,99794940,99801592,6653,0
PP13004,ENSG00000205745,ENST00000381493,14,32,36118694,36125346,6653,0
THAP1,ENSG00000131931,ENST00000254250,49,78,42691817,42698468,6652,0
TMEM37,ENSG00000171227,ENST00000306406,42,62,120189445,120196096,6652,0
A1BG,ENSG00000121410,ENST00000263100,44,58,58858216,58864865,6650,0
NEU4,ENSG00000204099,ENST00000325935,34,42,242752095,242758739,6645,0
AC110615.1,ENSG00000268788,ENST00000599764,53,48,76871883,76878526,6644,0
PIANP,ENSG00000139200,ENST00000540656,28,39,6802958,6809596,6639,0
AQP12A,ENSG00000184945,ENST00000337801,17,34,241631262,241637900,6639,0
ALG3,ENSG00000214160,ENST00000397676,54,55,183960122,183966759,6638,0
HYAL3,ENSG00000186792,ENST00000336307,42,66,50330262,50336899,6638,0
BRF2,ENSG00000104221,ENST00000220659,58,59,37700786,37707422,6637,0
CHST5,ENSG00000135702,ENST00000336257,34,53,75562433,75569068,6636,0
VIMP,ENSG00000131871,ENST00000398226,31,37,101811022,101817655,6634,0
FAM64A,ENSG00000129195,ENST00000250056,39,51,6347761,6354385,6625,0
RPL35A,ENSG00000182899,ENST00000464167,54,79,197676858,197683481,6624,0
BCL6B,ENSG00000161940,ENST00000293805,62,77,6926339,6932961,6623,0
CXorf40B,ENSG00000197021,ENST00000370406,19,71,149100415,149107029,6615,0
C1orf147,ENSG00000162888,ENST00000367119,44,52,206664449,206671061,6613,0
RFX5,ENSG00000143390,ENST00000290524,63,85,151313116,151319727,6612,0
ARSI,ENSG00000183876,ENST00000328668,46,59,149675906,149682516,6611,0
PRICKLE4,ENSG00000124593,ENST00000458694,43,51,41748500,41755110,6611,0
SNX17,ENSG00000115234,ENST00000233575,67,73,27593389,27599995,6607,0
TCF15,ENSG00000125878,ENST00000246080,5,15,584441,591042,6602,0
AP006621.5,ENSG00000255284,ENST00000530083,1,17,777582,784180,6599,0
MRPS30,ENSG00000112996,ENST00000507110,43,53,44809027,44815624,6598,0
ACOT2,ENSG00000119673,ENST00000238651,51,71,74035763,74042357,6595,0
CYP11B1,ENSG00000160882,ENST00000292427,74,81,143954670,143961262,6593,0
KRT40,ENSG00000204889,ENST00000377755,60,66,39133968,39140560,6593,0
SLC2A4,ENSG00000181856,ENST00000317370,72,81,7184986,7191576,6591,0
ABHD15,ENSG00000168792,ENST00000307201,25,54,27887565,27894155,6591,0
SAP30,ENSG00000164105,ENST00000296504,32,45,174292094,174298683,6590,0
NUDT11,ENSG00000196368,ENST00000375992,20,50,51232863,51239448,6586,0
RIC8A,ENSG00000177963,ENST00000325207,58,62,208530,215113,6584,0
NAB2,ENSG00000166886,ENST00000300131,49,57,57482677,57489259,6583,0
FCRLB,ENSG00000162746,ENST00000367948,51,56,161691353,161697933,6581,0
GOLGA6L10,ENSG00000205281,ENST00000439287,4,5,82635130,82641706,6577,0
TMEM70,ENSG00000175606,ENST00000312184,51,54,74888444,74895018,6575,0
RP11-219B4.5,ENSG00000258256,ENST00000546501,10,22,86134675,86141245,6571,0
CPXM1,ENSG00000088882,ENST00000380605,62,63,2774715,2781283,6569,0
PITX1,ENSG00000069011,ENST00000265340,39,55,134363425,134369988,6564,0
HSF4,ENSG00000102878,ENST00000264009,67,71,67197288,67203848,6561,0
RPS14,ENSG00000164587,ENST00000401695,46,57,149822753,149829310,6558,0
SIVA1,ENSG00000184990,ENST00000329967,38,45,105219437,105225994,6558,0
SLC37A4,ENSG00000137700,ENST00000357590,41,57,118895063,118901616,6554,0
ZNF280A,ENSG00000169548,ENST00000302097,23,81,22868060,22874613,6554,0
PRND,ENSG00000171864,ENST00000305817,6,80,4702556,4709106,6551,0
EOMES,ENSG00000163508,ENST00000295743,58,65,27757440,27763989,6550,0
GDI1,ENSG00000203879,ENST00000447750,65,69,153665266,153671814,6549,0
ISG20L2,ENSG00000143319,ENST00000313146,45,78,156691683,156698227,6545,0
RECQL4,ENSG00000160957,ENST00000428558,56,55,145736667,145743210,6544,0
SLC22A17,ENSG00000092096,ENST00000397267,54,58,23815539,23822080,6542,0
RHO,ENSG00000163914,ENST00000296271,72,91,129247483,129254012,6530,0
FAM50A,ENSG00000071859,ENST00000393600,52,60,153672473,153679002,6530,0
LYRM2,ENSG00000083099,ENST00000523377,40,67,90341943,90348472,6530,0
ZBTB34,ENSG00000177125,ENST00000373452,19,78,129641627,129648154,6528,0
STATH,ENSG00000126549,ENST00000246895,30,58,70861647,70868170,6524,0
ZNHIT1,ENSG00000106400,ENST00000305105,45,62,100860949,100867471,6523,0
ZNF324,ENSG00000083812,ENST00000536459,34,58,58978423,58984945,6523,0
YAE1D1,ENSG00000241127,ENST00000223273,46,60,39605975,39612480,6506,0
PARP3,ENSG00000041880,ENST00000398755,61,65,51976375,51982878,6504,0
NGRN,ENSG00000182768,ENST00000379095,42,51,90808937,90815440,6504,0
MMP19,ENSG00000123342,ENST00000322569,64,67,56230210,56236706,6497,0
UBE2S,ENSG00000108106,ENST00000264552,34,37,55912652,55919145,6494,0
SPATA31D1,ENSG00000214929,ENST00000344803,53,58,84603687,84610171,6485,0
CCDC59,ENSG00000133773,ENST00000256151,54,64,82746085,82752567,6483,0
HSPA5,ENSG00000044574,ENST00000324460,61,71,127997132,128003609,6478,0
LRRC25,ENSG00000175489,ENST00000339007,28,75,18501954,18508427,6474,0
NKX6-1,ENSG00000163623,ENST00000295886,29,58,85413140,85419603,6464,0
AQP12B,ENSG00000185176,ENST00000407834,24,57,241615855,241622317,6463,0
BCKDK,ENSG00000103507,ENST00000394951,63,75,31117428,31123888,6461,0
CREB3L4,ENSG00000143578,ENST00000368607,62,74,153940379,153946839,6461,0
EFEMP2,ENSG00000172638,ENST00000307998,68,77,65633918,65640377,6460,0
HP,ENSG00000257017,ENST00000355906,53,58,72088494,72094953,6460,0
HINT1,ENSG00000169567,ENST00000304043,42,57,130494720,130501178,6459,0
RAD9A,ENSG00000172613,ENST00000307980,58,60,67159423,67165880,6458,0
AQP3,ENSG00000165272,ENST00000297991,52,66,33441152,33447609,6458,0
DCTPP1,ENSG00000179958,ENST00000319285,33,53,30434940,30441396,6457,0
FGL2,ENSG00000127951,ENST00000248598,34,84,76822688,76829143,6456,0
AC140481.2,ENSG00000183292,ENST00000409982,25,35,131328459,131334914,6456,0
INTS5,ENSG00000185085,ENST00000330574,56,47,62414320,62420774,6455,0
HTR3D,ENSG00000186090,ENST00000382489,55,60,183750619,183757072,6454,0
GJA8,ENSG00000121634,ENST00000240986,54,81,147374946,147381393,6448,0
MYCN,ENSG00000134323,ENST00000281043,13,60,16080686,16087129,6444,0
HLA-DMB,ENSG00000242574,ENST00000418107,37,56,32902406,32908847,6442,0
EVX2,ENSG00000174279,ENST00000308618,32,41,176942200,176948641,6442,0
PPIA,ENSG00000196262,ENST00000468812,49,67,44836279,44842716,6438,0
HSD11B2,ENSG00000176387,ENST00000326152,42,58,67465020,67471456,6437,0
CALHM3,ENSG00000183128,ENST00000369783,30,36,105232561,105238997,6437,0
ASB12,ENSG00000198881,ENST00000362002,40,52,63444076,63450511,6436,0
THEM5,ENSG00000196407,ENST00000368817,60,72,151819739,151826173,6435,0
KRT3,ENSG00000186442,ENST00000417996,64,67,53183469,53189901,6433,0
HAPLN2,ENSG00000132702,ENST00000255039,20,40,156589086,156595517,6432,0
TSPAN10,ENSG00000182612,ENST00000328585,33,40,79609349,79615779,6431,0
WNT10B,ENSG00000169884,ENST00000301061,45,63,49359123,49365546,6424,0
TCF21,ENSG00000118526,ENST00000367882,43,79,134210276,134216691,6416,0
IFIT5,ENSG00000152778,ENST00000371795,43,61,91174343,91180758,6416,0
FAM205A,ENSG00000205108,ENST00000378788,32,33,34723052,34729464,6413,0
FGF19,ENSG00000162344,ENST00000294312,16,34,69513000,69519410,6411,0
LIF,ENSG00000128342,ENST00000249075,43,67,30636436,30642840,6405,0
GKN1,ENSG00000169605,ENST00000377938,55,63,69201705,69208106,6402,0
C21orf128,ENSG00000184385,ENST00000329015,68,70,43522244,43528644,6401,0
SLC16A3,ENSG00000141526,ENST00000581287,49,59,80191563,80197962,6400,0
C11orf40,ENSG00000171987,ENST00000307616,51,51,4592653,4599050,6398,0
SMR3A,ENSG00000109208,ENST00000226460,42,75,71226478,71232875,6398,0
FABP12,ENSG00000197416,ENST00000360464,26,43,82437216,82443613,6398,0
TSKU,ENSG00000182704,ENST00000527881,49,79,76502796,76509188,6393,0
NICN1,ENSG00000145029,ENST00000273598,37,55,49460379,49466759,6381,0
C1QBP,ENSG00000108561,ENST00000225698,53,67,5336097,5342475,6379,0
TAF1D,ENSG00000166012,ENST00000448108,32,46,93468733,93475111,6379,0
C10orf2,ENSG00000107815,ENST00000311916,87,96,102747783,102754158,6376,0
CFB,ENSG00000243649,ENST00000425368,87,91,31913486,31919861,6376,0
FUZ,ENSG00000010361,ENST00000313777,69,72,50310154,50316527,6374,0
PIH1D2,ENSG00000150773,ENST00000280350,54,63,111938525,111944895,6371,0
C17orf98,ENSG00000214556,ENST00000398575,64,73,36991341,36997708,6368,0
LRRTM2,ENSG00000146006,ENST00000274711,35,63,138204612,138210979,6368,0
PNKP,ENSG00000039650,ENST00000322344,72,76,50364461,50370822,6362,0
MSX2,ENSG00000120149,ENST00000239243,40,51,174151536,174157896,6361,0
PDCD5,ENSG00000105185,ENST00000590247,44,51,33071974,33078333,6360,0
RAX,ENSG00000134438,ENST00000334889,30,42,56934267,56940625,6359,0
EIF4A2,ENSG00000156976,ENST00000323963,68,77,186501336,186507689,6354,0
GJC3,ENSG00000176402,ENST00000312891,56,84,99520892,99527243,6352,0
POU5F1,ENSG00000204531,ENST00000259915,48,59,31132120,31138470,6351,0
GPRASP2,ENSG00000158301,ENST00000543253,4,66,101967257,101973607,6351,0
ZNF706,ENSG00000120963,ENST00000520347,41,61,102211166,102217515,6350,0
RAB39B,ENSG00000155961,ENST00000369454,25,75,154487526,154493874,6349,0
PLAU,ENSG00000122861,ENST00000372764,54,59,75670915,75677255,6341,0
MRPS18C,ENSG00000163319,ENST00000295491,53,62,84377118,84383451,6334,0
RMI2,ENSG00000175643,ENST00000312499,5,35,11439288,11445619,6332,0
ZMAT2,ENSG00000146007,ENST00000274712,54,61,140079919,140086248,6330,0
CHPF2,ENSG00000033100,ENST00000035307,51,49,150929585,150935908,6324,0
HTR3E,ENSG00000186038,ENST00000440596,62,65,183818161,183824481,6321,0
MBL2,ENSG00000165471,ENST00000373968,41,57,54525140,54531460,6321,0
FAM90A26,ENSG00000229924,ENST00000512047,8,11,9172135,9178453,6319,0
TRIP6,ENSG00000087077,ENST00000200457,42,46,100464760,100471076,6317,0
AC016757.3,ENSG00000186235,ENST00000409070,9,18,239133757,239140072,6316,0
YBX2,ENSG00000006047,ENST00000007699,56,70,7191571,7197883,6313,0
RGS19,ENSG00000171700,ENST00000395042,32,46,62704534,62710845,6312,0
KRT33B,ENSG00000131738,ENST00000251646,64,70,39519746,39526052,6307,0
C9orf40,ENSG00000135045,ENST00000376854,10,39,77561497,77567802,6306,0
CTD-2600O9.1,ENSG00000187185,ENST00000564282,13,36,57844549,57850850,6302,0
HLA-DQA1,ENSG00000196735,ENST00000343139,51,58,32605134,32611429,6296,0
CXCL16,ENSG00000161921,ENST00000293778,39,50,4636821,4643114,6294,0
C8orf59,ENSG00000176731,ENST00000417663,27,49,86126311,86132603,6293,0
NUBP2,ENSG00000095906,ENST00000262302,37,43,1832902,1839192,6291,0
CSAG1,ENSG00000198930,ENST00000370287,32,67,151903228,151909518,6291,0
AARD,ENSG00000205002,ENST00000378279,16,42,117950438,117956726,6289,0
SCAMP3,ENSG00000116521,ENST00000302631,59,63,155225770,155232050,6281,0
LRRC57,ENSG00000180979,ENST00000323443,41,62,42834720,42841000,6281,0
LXN,ENSG00000079257,ENST00000264265,40,48,158384203,158390482,6280,0
PLK2,ENSG00000145632,ENST00000274289,57,64,57749809,57756087,6279,0
DLK2,ENSG00000171462,ENST00000357338,38,52,43418092,43424370,6279,0
UQCRFS1,ENSG00000169021,ENST00000304863,13,38,29698173,29704448,6276,0
C10orf82,ENSG00000165863,ENST00000369210,45,62,118423207,118429481,6275,0
CBX4,ENSG00000141582,ENST00000269397,31,31,77806955,77813228,6274,0
RP11-763F8.1,ENSG00000249049,ENST00000502368,15,16,92240185,92246457,6273,0
APOBEC3C,ENSG00000244509,ENST00000361441,50,76,39410088,39416357,6270,0
ATXN7L3,ENSG00000087152,ENST00000454077,63,68,42269173,42275438,6266,0
HSBP1L1,ENSG00000226742,ENST00000451882,10,21,77724561,77730822,6262,0
DNASE2,ENSG00000105612,ENST00000222219,73,79,12986025,12992282,6258,0
GPATCH4,ENSG00000160818,ENST00000438976,63,69,156565005,156571262,6258,0
SIRT7,ENSG00000187531,ENST00000328666,49,52,79869815,79876070,6256,0
PAGE3,ENSG00000204279,ENST00000519203,28,32,55284911,55291163,6253,0
TMEM155,ENSG00000164112,ENST00000337677,14,40,122680088,122686340,6253,0
USP21,ENSG00000143258,ENST00000368002,62,72,161129254,161135504,6251,0
NOP56,ENSG00000101361,ENST00000329276,72,73,2632791,2639039,6249,0
TRIM28,ENSG00000130726,ENST00000253024,72,72,59055836,59062083,6248,0
SPATA31A7,ENSG00000234734,ENST00000355045,6,9,65503363,65509610,6248,0
S100B,ENSG00000160307,ENST00000291700,26,55,48018875,48025121,6247,0
GIMAP7,ENSG00000179144,ENST00000313543,27,64,150211918,150218161,6244,0
RAP2B,ENSG00000181467,ENST00000323534,6,68,152880029,152886265,6237,0
RP11-487E13.1,ENSG00000249008,ENST00000512516,9,13,178163693,178169927,6235,0
ZNF324B,ENSG00000249471,ENST00000336614,50,69,58962971,58969200,6230,0
CD320,ENSG00000167775,ENST00000301458,55,56,8367011,8373239,6229,0
TCL1B,ENSG00000213231,ENST00000340722,37,54,96152754,96158980,6227,0
MRGPRX2,ENSG00000183695,ENST00000329773,22,82,19076002,19082228,6227,0
SPATA31A6,ENSG00000185775,ENST00000332857,44,58,43624507,43630730,6224,0
PDHB,ENSG00000168291,ENST00000302746,71,77,58413357,58419579,6223,0
C15orf61,ENSG00000189227,ENST00000342683,13,24,67813406,67819628,6223,0
SLC26A10,ENSG00000135502,ENST00000320442,66,65,58013693,58019914,6222,0
CLEC1B,ENSG00000165682,ENST00000298527,71,75,10145660,10151879,6220,0
C3orf72,ENSG00000206262,ENST00000383165,32,47,138666076,138672293,6218,0
C12orf39,ENSG00000134548,ENST00000256969,39,59,21679241,21685457,6217,0
CXCL9,ENSG00000138755,ENST00000264888,38,63,76922428,76928641,6214,0
KCTD12,ENSG00000178695,ENST00000377474,3,36,77454312,77460525,6214,0
MRPL10,ENSG00000159111,ENST00000290208,37,45,45900827,45907039,6213,0
PDX1,ENSG00000139515,ENST00000381033,15,41,28494157,28500368,6212,0
THPO,ENSG00000090534,ENST00000204615,68,87,184089723,184095932,6210,0
BHLHE40,ENSG00000134107,ENST00000256495,47,66,5020801,5027008,6208,0
PFN2,ENSG00000070087,ENST00000239940,38,54,149682691,149688896,6206,0
HDAC10,ENSG00000100429,ENST00000216271,53,55,50683612,50689814,6203,0
RAET1G,ENSG00000203722,ENST00000367360,61,68,150238014,150244214,6201,0
C2orf16,ENSG00000221843,ENST00000408964,91,85,27799389,27805588,6200,0
MAPK15,ENSG00000181085,ENST00000338033,48,50,144798429,144804628,6200,0
ELOF1,ENSG00000130165,ENST00000252445,44,74,11663858,11670051,6194,0
ZBTB18,ENSG00000179456,ENST00000358704,26,67,244214585,244220778,6194,0
NDUFB4,ENSG00000065518,ENST00000184266,51,66,120315156,120321347,6192,0
CTDSP1,ENSG00000144579,ENST00000273062,51,56,219264478,219270664,6187,0
MUC21,ENSG00000204544,ENST00000376296,42,68,30951495,30957680,6186,0
ODF4,ENSG00000184650,ENST00000328248,48,64,8243182,8249364,6183,0
DHPS,ENSG00000095059,ENST00000210060,68,68,12786535,12792716,6182,0
EIF4A1,ENSG00000161960,ENST00000293831,67,69,7476144,7482323,6180,0
FANCG,ENSG00000221829,ENST00000378643,79,88,35073835,35080013,6179,0
EFNB3,ENSG00000108947,ENST00000226091,34,45,7608520,7614696,6177,0
B4GALT3,ENSG00000158850,ENST00000319769,47,70,161141100,161147275,6176,0
CTLA4,ENSG00000163599,ENST00000302823,54,68,204732509,204738683,6175,0
TSPYL2,ENSG00000184205,ENST00000375442,45,46,53111549,53117722,6174,0
OSCAR,ENSG00000170909,ENST00000359649,46,45,54597935,54604106,6172,0
LYSMD1,ENSG00000163155,ENST00000368908,36,60,151132224,151138395,6172,0
C19orf48,ENSG00000167747,ENST00000598463,7,66,51300961,51307132,6172,0
C6orf136,ENSG00000204564,ENST00000293604,68,75,30614816,30620986,6171,0
PTPMT1,ENSG00000110536,ENST00000326674,39,39,47587153,47593321,6169,0
MLX,ENSG00000108788,ENST00000246912,60,71,40719090,40725257,6168,0
RPS3,ENSG00000149273,ENST00000278572,58,62,75110574,75116732,6159,0
LIN37,ENSG00000267796,ENST00000301159,57,70,36239262,36245420,6159,0
AL355390.1,ENSG00000177596,ENST00000325811,6,29,74987094,74993252,6159,0
PROK1,ENSG00000143125,ENST00000271331,34,83,110993822,110999976,6155,0
ZNF397,ENSG00000186812,ENST00000330501,48,72,32821001,32827153,6153,0
HMG20B,ENSG00000064961,ENST00000333651,33,36,3572936,3579086,6151,0
STX10,ENSG00000104915,ENST00000587230,53,53,13254903,13261052,6150,0
C14orf177,ENSG00000176605,ENST00000325812,19,61,99177950,99184098,6149,0
TBC1D10C,ENSG00000175463,ENST00000312390,40,44,67171412,67177557,6146,0
KISS1,ENSG00000170498,ENST00000367194,34,57,204159469,204165614,6146,0
MRPL43,ENSG00000055950,ENST00000342071,52,62,102741134,102747272,6139,0
C19orf77,ENSG00000095932,ENST00000215531,17,29,3474405,3480540,6136,0
ASGR1,ENSG00000141505,ENST00000269299,58,73,7076750,7082883,6134,0
C11orf45,ENSG00000174370,ENST00000310799,48,62,128769460,128775592,6133,0
AAMP,ENSG00000127837,ENST00000248450,64,73,219128850,219134980,6131,0
TGOLN2,ENSG00000152291,ENST00000409232,59,61,85549017,85555147,6131,0
ABHD14A,ENSG00000248487,ENST00000273596,51,50,52009084,52015212,6129,0
CTC-534A2.2,ENSG00000253251,ENST00000510585,31,52,64920592,64926718,6127,0
NDUFB8,ENSG00000166136,ENST00000299166,49,52,102283497,102289621,6125,0
PODNL1,ENSG00000132000,ENST00000339560,42,43,14043166,14049289,6124,0
ANKRD23,ENSG00000163126,ENST00000318357,53,55,97503649,97509771,6123,0
PDE6G,ENSG00000185527,ENST00000331056,65,78,79617489,79623607,6119,0
IL6,ENSG00000136244,ENST00000404625,50,60,22765503,22771621,6119,0
TRADD,ENSG00000102871,ENST00000345057,32,54,67188083,67194201,6119,0
SOHLH1,ENSG00000165643,ENST00000425225,68,71,138585257,138591374,6118,0
MAT2A,ENSG00000168906,ENST00000306434,49,62,85766288,85772403,6116,0
FAM136A,ENSG00000035141,ENST00000037869,39,54,70523107,70529222,6116,0
